Gemeinde,Kanton,Bezirk,Anhänger_Anderer,Anhänger_Benzin,Anhänger_Benzin-elektrisch: Normal-Hybrid,Anhänger_Benzin-elektrisch: Plug-in-Hybrid,Anhänger_Diesel,Anhänger_Diesel-elektrisch: Normal-Hybrid,Anhänger_Diesel-elektrisch: Plug-in-Hybrid,Anhänger_Elektrisch,Anhänger_Gas (mono- und bivalent),Anhänger_Ohne Motor,Anhänger_Wasserstoff,Industriefahrzeuge_Anderer,Industriefahrzeuge_Benzin,Industriefahrzeuge_Benzin-elektrisch: Normal-Hybrid,Industriefahrzeuge_Benzin-elektrisch: Plug-in-Hybrid,Industriefahrzeuge_Diesel,Industriefahrzeuge_Diesel-elektrisch: Normal-Hybrid,Industriefahrzeuge_Diesel-elektrisch: Plug-in-Hybrid,Industriefahrzeuge_Elektrisch,Industriefahrzeuge_Gas (mono- und bivalent),Industriefahrzeuge_Ohne Motor,Industriefahrzeuge_Wasserstoff,Landwirtschaftsfahrzeuge_Anderer,Landwirtschaftsfahrzeuge_Benzin,Landwirtschaftsfahrzeuge_Benzin-elektrisch: Normal-Hybrid,Landwirtschaftsfahrzeuge_Benzin-elektrisch: Plug-in-Hybrid,Landwirtschaftsfahrzeuge_Diesel,Landwirtschaftsfahrzeuge_Diesel-elektrisch: Normal-Hybrid,Landwirtschaftsfahrzeuge_Diesel-elektrisch: Plug-in-Hybrid,Landwirtschaftsfahrzeuge_Elektrisch,Landwirtschaftsfahrzeuge_Gas (mono- und bivalent),Landwirtschaftsfahrzeuge_Ohne Motor,Landwirtschaftsfahrzeuge_Wasserstoff,Motorräder_Anderer,Motorräder_Benzin,Motorräder_Benzin-elektrisch: Normal-Hybrid,Motorräder_Benzin-elektrisch: Plug-in-Hybrid,Motorräder_Diesel,Motorräder_Diesel-elektrisch: Normal-Hybrid,Motorräder_Diesel-elektrisch: Plug-in-Hybrid,Motorräder_Elektrisch,Motorräder_Gas (mono- und bivalent),Motorräder_Ohne Motor,Motorräder_Wasserstoff,Personentransportfahrzeuge_Anderer,Personentransportfahrzeuge_Benzin,Personentransportfahrzeuge_Benzin-elektrisch: Normal-Hybrid,Personentransportfahrzeuge_Benzin-elektrisch: Plug-in-Hybrid,Personentransportfahrzeuge_Diesel,Personentransportfahrzeuge_Diesel-elektrisch: Normal-Hybrid,Personentransportfahrzeuge_Diesel-elektrisch: Plug-in-Hybrid,Personentransportfahrzeuge_Elektrisch,Personentransportfahrzeuge_Gas (mono- und bivalent),Personentransportfahrzeuge_Ohne Motor,Personentransportfahrzeuge_Wasserstoff,Personenwagen_Anderer,Personenwagen_Benzin,Personenwagen_Benzin-elektrisch: Normal-Hybrid,Personenwagen_Benzin-elektrisch: Plug-in-Hybrid,Personenwagen_Diesel,Personenwagen_Diesel-elektrisch: Normal-Hybrid,Personenwagen_Diesel-elektrisch: Plug-in-Hybrid,Personenwagen_Elektrisch,Personenwagen_Gas (mono- und bivalent),Personenwagen_Ohne Motor,Personenwagen_Wasserstoff,Sachentransportfahrzeuge_Anderer,Sachentransportfahrzeuge_Benzin,Sachentransportfahrzeuge_Benzin-elektrisch: Normal-Hybrid,Sachentransportfahrzeuge_Benzin-elektrisch: Plug-in-Hybrid,Sachentransportfahrzeuge_Diesel,Sachentransportfahrzeuge_Diesel-elektrisch: Normal-Hybrid,Sachentransportfahrzeuge_Diesel-elektrisch: Plug-in-Hybrid,Sachentransportfahrzeuge_Elektrisch,Sachentransportfahrzeuge_Gas (mono- und bivalent),Sachentransportfahrzeuge_Ohne Motor,Sachentransportfahrzeuge_Wasserstoff
Busswil bei Melchnau,Bern / Berne,Verwaltungskreis Oberaargau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055248618784530384,0.0055248618784530384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Altstï¿½tten,St. Gallen,Wahlkreis Rheintal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004294013639808032,0.0,0.0,8.419634587858886e-05,0.0,0.0,0.0005893744211501221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.419634587858886e-05,0.0,0.0,0.00025258903763576663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053043697903510986,0.0,0.0,0.0,0.0,0.0,8.419634587858886e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011787488423002442,0.0005893744211501221,0.0,8.419634587858886e-05,0.0,0.0,0.0,0.0,0.01784962532626084,0.0011787488423002442,0.0005051780752715333,0.008840616317251832,0.00033678538351435545,0.0,0.0010945524964216552,0.00025258903763576663,0.0,0.0,0.0,0.00025258903763576663,0.0,0.0,0.00522017344447251,0.0,0.0,0.0,0.0,0.0,0.0
Eichberg,St. Gallen,Wahlkreis Rheintal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003947368421052632,0.0,0.0,0.0006578947368421052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001973684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009868421052631578,0.0,0.0006578947368421052,0.007894736842105263,0.0006578947368421052,0.0,0.0013157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003947368421052632,0.0,0.0,0.0,0.0,0.0,0.0
Marbach (SG),St. Gallen,Wahlkreis Rheintal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042654028436018955,0.0,0.0,0.00047393364928909954,0.0,0.0,0.0009478672985781991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042654028436018955,0.0,0.0,0.0,0.0,0.0,0.00047393364928909954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009478672985781991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016587677725118485,0.0014218009478672985,0.0,0.00995260663507109,0.0,0.0,0.002843601895734597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042654028436018955,0.0,0.0,0.0,0.0,0.0,0.0
Oberriet (SG),St. Gallen,Wahlkreis Rheintal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035638712551509075,0.0,0.0,0.00011137097672346586,0.0,0.0,0.0005568548836173293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005568548836173293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008018710324089542,0.0,0.0,0.0,0.0,0.0,0.00022274195344693172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003341129301703976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020269517763670787,0.002450161487916249,0.0005568548836173293,0.014366855997327097,0.000779596837064261,0.0,0.0018933066042989197,0.0,0.0,0.0,0.0,0.00044548390689386344,0.0,0.0,0.00890967813787727,0.0,0.0,0.00011137097672346586,0.0,0.0,0.0
Rebstein,St. Gallen,Wahlkreis Rheintal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022060445621001545,0.0,0.0,0.0,0.0,0.0,0.0006618133686300463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004191484667990294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022060445621001545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014339289653651003,0.0017648356496801235,0.0,0.0033090668431502318,0.00044120891242003087,0.0,0.0008824178248400617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013236267372600927,0.0,0.0,0.0,0.0,0.0,0.0
Rï¿½thi (SG),St. Gallen,Wahlkreis Rheintal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00538971807628524,0.0,0.0,0.0,0.0,0.0,0.009535655058043118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008291873963515755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037313432835820895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041459369817578774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01658374792703151,0.0008291873963515755,0.0,0.007877280265339967,0.00041459369817578774,0.0,0.00041459369817578774,0.0,0.0,0.0,0.0,0.0008291873963515755,0.0,0.0,0.009535655058043118,0.0,0.0,0.0,0.0,0.0,0.0
Gondiswil,Bern / Berne,Verwaltungskreis Oberaargau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004120879120879121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013736263736263737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004120879120879121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013736263736263737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008241758241758242,0.0,0.0,0.005494505494505495,0.0,0.0,0.0013736263736263737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013736263736263737,0.0,0.0,0.0,0.0,0.0,0.0
Buchs (SG),St. Gallen,Wahlkreis Werdenberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002410387994712697,0.0,0.0,0.0,0.0,0.0,0.0003110178057693803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.775445144234507e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026436513490397323,0.0,0.0,0.0,0.0,0.0,7.775445144234507e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006997900629811056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01609517144856543,0.0013218256745198662,0.00015550890288469014,0.008241971852888578,0.00023326335432703523,0.0,0.001943861286058627,0.00023326335432703523,0.0,0.0,0.0,7.775445144234507e-05,0.0,0.0,0.00474302153798305,0.0,0.0,7.775445144234507e-05,0.0,0.0,0.0
Gams,St. Gallen,Wahlkreis Werdenberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001971830985915493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001971830985915493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008450704225352113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001971830985915493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015211267605633802,0.0011267605633802818,0.0,0.010422535211267606,0.0,0.0,0.001971830985915493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004225352112676056,0.0,0.0,0.0,0.0,0.0,0.0
Grabs,St. Gallen,Wahlkreis Werdenberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015391073177557016,0.0,0.0,0.0,0.0,0.0,0.0006995942353435008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006995942353435008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032181334825801037,0.0,0.0,0.0,0.0,0.0,0.00013991884706870015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005596753882748006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016790261648244018,0.0008395130824122009,0.00041975654120610047,0.007135861200503708,0.00013991884706870015,0.0,0.0008395130824122009,0.0,0.0,0.0,0.0,0.00041975654120610047,0.0,0.0,0.002658458094305303,0.0,0.0,0.0,0.0,0.0,0.0
Sennwald,St. Gallen,Wahlkreis Werdenberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003883495145631068,0.0,0.0,0.0,0.0,0.0,0.000529567519858782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001235657546337158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002294792586054722,0.0,0.0,0.0,0.0,0.0,0.000353045013239188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000529567519858782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01712268314210062,0.001941747572815534,0.000176522506619594,0.007766990291262136,0.000176522506619594,0.0,0.00176522506619594,0.0,0.0,0.0,0.0,0.000529567519858782,0.0,0.0,0.006354810238305384,0.0,0.0,0.000176522506619594,0.0,0.0,0.0
Sevelen,St. Gallen,Wahlkreis Werdenberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019561815336463224,0.0,0.0,0.0,0.0,0.0,0.0003912363067292645,0.0,0.0,0.0003912363067292645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009780907668231612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027386541471048514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019561815336463224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013693270735524257,0.001564945226917058,0.0003912363067292645,0.006846635367762128,0.0005868544600938967,0.0,0.001564945226917058,0.0,0.0,0.0,0.0,0.00019561815336463224,0.0,0.0,0.002543035993740219,0.0,0.0,0.0,0.0,0.0,0.0
Wartau,St. Gallen,Wahlkreis Werdenberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033994334277620396,0.0,0.0,0.0,0.0,0.0,0.00018885741265344664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007554296506137865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020774315391879133,0.0,0.0,0.0,0.0,0.0,0.00018885741265344664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005665722379603399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012464589235127478,0.0009442870632672333,0.00018885741265344664,0.006232294617563739,0.0,0.0,0.0011331444759206798,0.00018885741265344664,0.0,0.0,0.0,0.0005665722379603399,0.0,0.0,0.0033994334277620396,0.0,0.0,0.0,0.0,0.0,0.0
Langenthal,Bern / Berne,Verwaltungskreis Oberaargau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004045811029503299,0.0,0.0,6.224324660774306e-05,0.0,0.0,0.011639487115647952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015560811651935764,0.0,0.0,0.0,0.0,0.0,0.00012448649321548613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017428109050168057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02545748786256691,0.0013693514253703472,0.00024897298643097225,0.009398730237769203,0.0007469189592929168,0.0,0.0025519731109174657,0.00024897298643097225,0.0,0.0,0.0,0.0005601892194696875,0.0,0.0,0.005601892194696876,6.224324660774306e-05,0.0,6.224324660774306e-05,0.00012448649321548613,0.0,0.0
Bad Ragaz,St. Gallen,Wahlkreis Sarganserland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031928480204342275,0.0,0.0,0.0,0.0,0.0,0.0004789272030651341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015964240102171138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001756066411238825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009578544061302681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015804597701149427,0.0019157088122605363,0.00031928480204342275,0.006226053639846743,0.0004789272030651341,0.0,0.0007982120051085569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031928480204342275,0.0,0.0,0.0,0.0,0.0,0.0
Flums,St. Gallen,Wahlkreis Sarganserland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034771937001431786,0.0,0.0,0.0006136224176723256,0.0,0.0,0.0012272448353446513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006136224176723256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028635712824708528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040908161178155044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008181632235631009,0.00020454080589077522,0.00020454080589077522,0.0073634690120679075,0.0,0.0,0.0010227040294538761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034771937001431786,0.0,0.0,0.0,0.0,0.0,0.0
Mels,St. Gallen,Wahlkreis Sarganserland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038546898726784253,0.0,0.0,0.00011680878402055835,0.0,0.0,0.0007008527041233501,0.0,0.0,0.00011680878402055835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011680878402055834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003387454736596192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005840439201027917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015301950706693143,0.0008176614881439084,0.0002336175680411167,0.009695129073706343,0.0002336175680411167,0.0,0.0004672351360822334,0.00011680878402055835,0.0,0.0,0.0,0.0002336175680411167,0.0,0.0,0.002569793248452284,0.0,0.0,0.0,0.0,0.0,0.0
Pfï¿½fers,St. Gallen,Wahlkreis Sarganserland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005141388174807198,0.0,0.0,0.0,0.0,0.0,0.0019280205655526992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006426735218508997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003213367609254499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010925449871465296,0.0006426735218508997,0.0006426735218508997,0.007712082262210797,0.0,0.0,0.0019280205655526992,0.0,0.0,0.0,0.0,0.0006426735218508997,0.0,0.0,0.0038560411311053984,0.0,0.0,0.0,0.0,0.0,0.0
Quarten,St. Gallen,Wahlkreis Sarganserland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004747371990505256,0.0,0.0,0.0,0.0,0.0,0.001017293997965412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033909799932180403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00508646998982706,0.0,0.0,0.0,0.0,0.0,0.0006781959986436081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013563919972872161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01356391997287216,0.0013563919972872161,0.0,0.009833841980332316,0.0,0.0,0.002034587995930824,0.0,0.0,0.0,0.0,0.0006781959986436081,0.0,0.0,0.002034587995930824,0.0,0.0,0.0,0.0,0.0,0.0
Sargans,St. Gallen,Wahlkreis Sarganserland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032258064516129032,0.0,0.0,0.00016129032258064516,0.0,0.0,0.0016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.00016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011935483870967743,0.0017741935483870969,0.0003225806451612903,0.005967741935483871,0.00016129032258064516,0.0,0.0004838709677419355,0.00016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.005967741935483871,0.0,0.0,0.0,0.0,0.0,0.0
Vilters-Wangs,St. Gallen,Wahlkreis Sarganserland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004095004095004095,0.0,0.0,0.00020475020475020476,0.0,0.0,0.00020475020475020476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004095004095004095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038902538902538903,0.0,0.0,0.0,0.0,0.0,0.00020475020475020476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004095004095004095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019041769041769043,0.0018427518427518428,0.0006142506142506142,0.013718263718263719,0.0004095004095004095,0.0,0.0012285012285012285,0.00020475020475020476,0.0,0.0,0.0,0.0004095004095004095,0.0,0.0,0.018018018018018018,0.0,0.0,0.0,0.0,0.0,0.0
Walenstadt,St. Gallen,Wahlkreis Sarganserland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019281332164767747,0.0,0.0,0.0,0.0,0.0,0.00017528483786152498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005258545135845749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004732690622261174,0.0,0.0,0.0,0.0,0.0,0.00017528483786152498,0.0,0.0,0.0,0.00017528483786152498,0.0,0.0,0.0,0.0008764241893076249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013672217353198948,0.0021034180543382996,0.0,0.006836108676599474,0.00017528483786152498,0.0,0.0010517090271691498,0.0,0.0,0.0,0.0,0.00035056967572304995,0.0,0.0,0.0031551270815074494,0.0,0.0,0.0,0.0,0.0,0.0
Kleinandelfingen,Zï¿½rich,Bezirk Andelfingen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004339440694310511,0.0,0.0,0.0,0.0,0.0,0.00048216007714561236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014464802314368371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021697203471552556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003857280617164899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01591128254580521,0.0057859209257473485,0.00048216007714561236,0.007714561234329798,0.00048216007714561236,0.0,0.00048216007714561236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00819672131147541,0.0,0.0,0.0,0.0,0.0,0.0
Lotzwil,Bern / Berne,Verwaltungskreis Oberaargau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030441400304414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000380517503805175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000380517503805175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017884322678843226,0.000380517503805175,0.0,0.005707762557077625,0.000380517503805175,0.0,0.00076103500761035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002663622526636225,0.0,0.0,0.0,0.0,0.0,0.0
Amden,St. Gallen,Wahlkreis See-Gaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027427317608337905,0.0,0.0,0.0005485463521667581,0.0,0.0,0.0005485463521667581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021941854086670325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027427317608337905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016456390565002743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006034009873834339,0.0021941854086670325,0.0005485463521667581,0.010422380691168404,0.0010970927043335162,0.0,0.0005485463521667581,0.0,0.0,0.0,0.0,0.0005485463521667581,0.0,0.0,0.0021941854086670325,0.0,0.0,0.0,0.0,0.0,0.0
Benken (SG),St. Gallen,Wahlkreis See-Gaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004359490274983233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005030181086519115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002347417840375587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015761234071093227,0.0006706908115358819,0.0,0.004694835680751174,0.001006036217303823,0.0,0.001006036217303823,0.0,0.0,0.0,0.0,0.0006706908115358819,0.0,0.0,0.002347417840375587,0.0,0.0,0.0,0.0,0.0,0.0
Kaltbrunn,St. Gallen,Wahlkreis See-Gaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002843216896831844,0.0,0.0,0.0,0.0,0.0,0.0008123476848090983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008123476848090983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030463038180341185,0.0,0.0,0.0,0.0,0.0,0.00020308692120227456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006092607636068237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014419171405361494,0.0006092607636068237,0.00020308692120227456,0.0034524776604386675,0.00020308692120227456,0.0,0.0012185215272136475,0.00020308692120227456,0.0,0.0,0.0,0.00020308692120227456,0.0,0.0,0.0034524776604386675,0.0,0.0,0.00020308692120227456,0.0,0.0,0.0
Schï¿½nis,St. Gallen,Wahlkreis See-Gaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028379772961816306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025799793601651185,0.0,0.0,0.00025799793601651185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010061919504643963,0.0,0.0,0.0,0.0,0.0,0.00025799793601651185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007739938080495357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012125902992776058,0.0012899896800825593,0.0005159958720330237,0.005933952528379773,0.00025799793601651185,0.0,0.0005159958720330237,0.0,0.0,0.0,0.0,0.00025799793601651185,0.0,0.0,0.0025799793601651187,0.00025799793601651185,0.0,0.0,0.0,0.0,0.0
